
Leonidas  	1	M	light bright green  	Healthy
Jasmin    	2	F	dirty yellow        	Radioactive
Salvidor  	1	M	dirty yellow        	Radioactive
Parker    	1	M	dirty yellow        	Radioactive
Collete   	1	F	dirty yellow        	Radioactive
------------------------------------------------------------------------
Ferrel    	10	M	olive yellow        	Radioactive
Todd      	10	M	dirty yellow        	Radioactive
Kele      	10	M	olive yellow        	Radioactive
Byron     	10	M	light green         	Radioactive
Twyla     	10	F	olive yellow        	Radioactive
Rudiger   	10	M	dirty yellow        	Radioactive
Emlen     	10	M	dirty yellow        	Radioactive
Jeana     	10	F	light green         	Radioactive
Yuri      	10	M	olive yellow        	Radioactive
Janaye    	10	F	dirty yellow        	Radioactive
Lianne    	10	F	olive yellow        	Radioactive
Corrina   	10	F	dirty yellow        	Radioactive
Munroe    	10	M	dirty yellow        	Radioactive
Patricio  	10	M	dirty yellow        	Radioactive
Bevvy     	10	F	olive yellow        	Radioactive
Maisey    	10	F	dirty yellow        	Radioactive
Ashlie    	10	F	olive yellow        	Radioactive
Ferd      	10	M	olive yellow        	Radioactive
Ardelle   	9	F	dirty yellow        	Radioactive
Jill      	9	F	olive yellow        	Radioactive
Maurizio  	9	M	dirty yellow        	Radioactive
Clayton   	9	M	olive yellow        	Radioactive
Wally     	9	F	light green         	Radioactive
Damon     	9	M	dirty yellow        	Radioactive
Barbette  	9	F	dirty yellow        	Radioactive
Hyacinthe 	9	F	dirty yellow        	Radioactive
Vincenz   	9	M	olive yellow        	Radioactive
Chastity  	9	F	dirty yellow        	Radioactive
Casar     	9	M	dirty yellow        	Radioactive
Heloise   	9	F	dirty yellow        	Radioactive
Foss      	9	M	olive yellow        	Radioactive
Ynez      	8	F	dirty yellow        	Radioactive
Alejandra 	8	F	olive yellow        	Radioactive
Carmita   	8	F	dirty yellow        	Radioactive
Kaela     	8	F	light green         	Radioactive
Jewelle   	8	F	dirty yellow        	Radioactive
Adora     	8	F	olive yellow        	Radioactive
Taddeo    	8	M	dirty yellow        	Radioactive
Dagmar    	8	F	olive yellow        	Radioactive
Alejandro 	8	M	olive yellow        	Radioactive
Hartwell  	8	M	dirty yellow        	Radioactive
Antoni    	8	M	olive yellow        	Radioactive
Abbe      	8	F	dirty yellow        	Radioactive
Shea      	8	M	olive yellow        	Radioactive
Poppy     	8	F	olive yellow        	Radioactive
Ana       	8	F	olive yellow        	Radioactive
Carleton  	8	M	dirty yellow        	Radioactive
Cullen    	8	M	olive yellow        	Radioactive
Anestassia	7	F	dirty yellow        	Radioactive
Creighton 	7	M	olive yellow        	Radioactive
Nolie     	7	F	dirty yellow        	Radioactive
Quintilla 	7	F	light green         	Radioactive
Warren    	7	M	dirty yellow        	Radioactive
Katlin    	7	F	dirty yellow        	Radioactive
Peirce    	7	M	olive yellow        	Radioactive
Tobie     	7	M	dirty yellow        	Radioactive
Colline   	7	F	dirty yellow        	Radioactive
Ethelin   	7	F	olive yellow        	Radioactive
Audy      	7	F	dirty yellow        	Radioactive
Quintana  	7	F	olive yellow        	Radioactive
Brien     	7	M	dirty yellow        	Radioactive
Mahmud    	7	M	olive yellow        	Radioactive
Lutero    	7	M	dirty yellow        	Radioactive
Isabella  	6	F	light green         	Radioactive
Valentin  	6	M	olive yellow        	Radioactive
Caye      	6	F	dirty yellow        	Radioactive
Barty     	6	M	dirty yellow        	Radioactive
Vinita    	6	F	olive yellow        	Radioactive
Sergei    	6	M	dirty yellow        	Radioactive
Graig     	6	M	dirty yellow        	Radioactive
Geneva    	6	F	dirty yellow        	Radioactive
Gerrie    	6	F	dirty yellow        	Radioactive
Letty     	6	F	light green         	Radioactive
Deane     	6	M	olive yellow        	Radioactive
Selig     	6	M	dirty yellow        	Radioactive
Jeni      	5	F	dirty yellow        	Radioactive
Yvonne    	5	F	olive yellow        	Radioactive
Karin     	5	F	dirty yellow        	Radioactive
Rowen     	5	M	olive yellow        	Radioactive
Natal     	5	M	dirty yellow        	Radioactive
Ewart     	5	M	dirty yellow        	Radioactive
Adara     	5	F	light green         	Radioactive
Ruby      	5	F	dirty yellow        	Radioactive
Silvester 	5	M	dirty yellow        	Radioactive
Bekki     	4	F	dirty yellow        	Radioactive
Abagael   	4	F	dirty yellow        	Radioactive
Dalli     	4	M	dirty yellow        	Radioactive
Janine    	4	F	light green         	Radioactive
Cissy     	4	F	dirty yellow        	Radioactive
Trix      	4	F	dirty yellow        	Radioactive
Lorin     	4	M	dirty yellow        	Radioactive
Jessamyn  	4	F	light green         	Radioactive
Kati      	3	F	dirty yellow        	Radioactive
Genovera  	3	F	dirty yellow        	Radioactive
Hussein   	3	M	light green         	Radioactive
Jasmin    	3	F	dirty yellow        	Radioactive
Salvidor  	2	M	dirty yellow        	Radioactive
Parker    	2	M	dirty yellow        	Radioactive
Collete   	2	F	dirty yellow        	Radioactive
------------------------------------------------------------------------
Ardelle   	10	F	dirty yellow        	Radioactive
Jill      	10	F	olive yellow        	Radioactive
Maurizio  	10	M	dirty yellow        	Radioactive
Clayton   	10	M	olive yellow        	Radioactive
Wally     	10	F	light green         	Radioactive
Damon     	10	M	dirty yellow        	Radioactive
Barbette  	10	F	dirty yellow        	Radioactive
Hyacinthe 	10	F	dirty yellow        	Radioactive
Vincenz   	10	M	olive yellow        	Radioactive
Chastity  	10	F	dirty yellow        	Radioactive
Casar     	10	M	dirty yellow        	Radioactive
Heloise   	10	F	dirty yellow        	Radioactive
Foss      	10	M	olive yellow        	Radioactive
Ynez      	9	F	dirty yellow        	Radioactive
Alejandra 	9	F	olive yellow        	Radioactive
Carmita   	9	F	dirty yellow        	Radioactive
Kaela     	9	F	light green         	Radioactive
Jewelle   	9	F	dirty yellow        	Radioactive
Adora     	9	F	olive yellow        	Radioactive
Taddeo    	9	M	dirty yellow        	Radioactive
Dagmar    	9	F	olive yellow        	Radioactive
Alejandro 	9	M	olive yellow        	Radioactive
Hartwell  	9	M	dirty yellow        	Radioactive
Antoni    	9	M	olive yellow        	Radioactive
Abbe      	9	F	dirty yellow        	Radioactive
Shea      	9	M	olive yellow        	Radioactive
Poppy     	9	F	olive yellow        	Radioactive
Ana       	9	F	olive yellow        	Radioactive
Carleton  	9	M	dirty yellow        	Radioactive
Cullen    	9	M	olive yellow        	Radioactive
Anestassia	8	F	dirty yellow        	Radioactive
Creighton 	8	M	olive yellow        	Radioactive
Nolie     	8	F	dirty yellow        	Radioactive
Quintilla 	8	F	light green         	Radioactive
Warren    	8	M	dirty yellow        	Radioactive
Katlin    	8	F	dirty yellow        	Radioactive
Peirce    	8	M	olive yellow        	Radioactive
Tobie     	8	M	dirty yellow        	Radioactive
Colline   	8	F	dirty yellow        	Radioactive
Ethelin   	8	F	olive yellow        	Radioactive
Audy      	8	F	dirty yellow        	Radioactive
Quintana  	8	F	olive yellow        	Radioactive
Brien     	8	M	dirty yellow        	Radioactive
Mahmud    	8	M	olive yellow        	Radioactive
Lutero    	8	M	dirty yellow        	Radioactive
Isabella  	7	F	light green         	Radioactive
Valentin  	7	M	olive yellow        	Radioactive
Caye      	7	F	dirty yellow        	Radioactive
Barty     	7	M	dirty yellow        	Radioactive
Vinita    	7	F	olive yellow        	Radioactive
Sergei    	7	M	dirty yellow        	Radioactive
Graig     	7	M	dirty yellow        	Radioactive
Geneva    	7	F	dirty yellow        	Radioactive
Gerrie    	7	F	dirty yellow        	Radioactive
Letty     	7	F	light green         	Radioactive
Deane     	7	M	olive yellow        	Radioactive
Selig     	7	M	dirty yellow        	Radioactive
Jeni      	6	F	dirty yellow        	Radioactive
Yvonne    	6	F	olive yellow        	Radioactive
Karin     	6	F	dirty yellow        	Radioactive
Rowen     	6	M	olive yellow        	Radioactive
Natal     	6	M	dirty yellow        	Radioactive
Ewart     	6	M	dirty yellow        	Radioactive
Adara     	6	F	light green         	Radioactive
Ruby      	6	F	dirty yellow        	Radioactive
Silvester 	6	M	dirty yellow        	Radioactive
Bekki     	5	F	dirty yellow        	Radioactive
Abagael   	5	F	dirty yellow        	Radioactive
Dalli     	5	M	dirty yellow        	Radioactive
Janine    	5	F	light green         	Radioactive
Cissy     	5	F	dirty yellow        	Radioactive
Trix      	5	F	dirty yellow        	Radioactive
Lorin     	5	M	dirty yellow        	Radioactive
Jessamyn  	5	F	light green         	Radioactive
Kati      	4	F	dirty yellow        	Radioactive
Genovera  	4	F	dirty yellow        	Radioactive
Hussein   	4	M	light green         	Radioactive
Jasmin    	4	F	dirty yellow        	Radioactive
Salvidor  	3	M	dirty yellow        	Radioactive
Parker    	3	M	dirty yellow        	Radioactive
Collete   	3	F	dirty yellow        	Radioactive
------------------------------------------------------------------------
Ynez      	10	F	dirty yellow        	Radioactive
Alejandra 	10	F	olive yellow        	Radioactive
Carmita   	10	F	dirty yellow        	Radioactive
Kaela     	10	F	light green         	Radioactive
Jewelle   	10	F	dirty yellow        	Radioactive
Adora     	10	F	olive yellow        	Radioactive
Taddeo    	10	M	dirty yellow        	Radioactive
Dagmar    	10	F	olive yellow        	Radioactive
Alejandro 	10	M	olive yellow        	Radioactive
Hartwell  	10	M	dirty yellow        	Radioactive
Antoni    	10	M	olive yellow        	Radioactive
Abbe      	10	F	dirty yellow        	Radioactive
Shea      	10	M	olive yellow        	Radioactive
Poppy     	10	F	olive yellow        	Radioactive
Ana       	10	F	olive yellow        	Radioactive
Carleton  	10	M	dirty yellow        	Radioactive
Cullen    	10	M	olive yellow        	Radioactive
Anestassia	9	F	dirty yellow        	Radioactive
Creighton 	9	M	olive yellow        	Radioactive
Nolie     	9	F	dirty yellow        	Radioactive
Quintilla 	9	F	light green         	Radioactive
Warren    	9	M	dirty yellow        	Radioactive
Katlin    	9	F	dirty yellow        	Radioactive
Peirce    	9	M	olive yellow        	Radioactive
Tobie     	9	M	dirty yellow        	Radioactive
Colline   	9	F	dirty yellow        	Radioactive
Ethelin   	9	F	olive yellow        	Radioactive
Audy      	9	F	dirty yellow        	Radioactive
Quintana  	9	F	olive yellow        	Radioactive
Brien     	9	M	dirty yellow        	Radioactive
Mahmud    	9	M	olive yellow        	Radioactive
Lutero    	9	M	dirty yellow        	Radioactive
Isabella  	8	F	light green         	Radioactive
Valentin  	8	M	olive yellow        	Radioactive
Caye      	8	F	dirty yellow        	Radioactive
Barty     	8	M	dirty yellow        	Radioactive
Vinita    	8	F	olive yellow        	Radioactive
Sergei    	8	M	dirty yellow        	Radioactive
Graig     	8	M	dirty yellow        	Radioactive
Geneva    	8	F	dirty yellow        	Radioactive
Gerrie    	8	F	dirty yellow        	Radioactive
Letty     	8	F	light green         	Radioactive
Deane     	8	M	olive yellow        	Radioactive
Selig     	8	M	dirty yellow        	Radioactive
Jeni      	7	F	dirty yellow        	Radioactive
Yvonne    	7	F	olive yellow        	Radioactive
Karin     	7	F	dirty yellow        	Radioactive
Rowen     	7	M	olive yellow        	Radioactive
Natal     	7	M	dirty yellow        	Radioactive
Ewart     	7	M	dirty yellow        	Radioactive
Adara     	7	F	light green         	Radioactive
Ruby      	7	F	dirty yellow        	Radioactive
Silvester 	7	M	dirty yellow        	Radioactive
Bekki     	6	F	dirty yellow        	Radioactive
Abagael   	6	F	dirty yellow        	Radioactive
Dalli     	6	M	dirty yellow        	Radioactive
Janine    	6	F	light green         	Radioactive
Cissy     	6	F	dirty yellow        	Radioactive
Trix      	6	F	dirty yellow        	Radioactive
Lorin     	6	M	dirty yellow        	Radioactive
Jessamyn  	6	F	light green         	Radioactive
Kati      	5	F	dirty yellow        	Radioactive
Genovera  	5	F	dirty yellow        	Radioactive
Hussein   	5	M	light green         	Radioactive
Jasmin    	5	F	dirty yellow        	Radioactive
Salvidor  	4	M	dirty yellow        	Radioactive
Parker    	4	M	dirty yellow        	Radioactive
Collete   	4	F	dirty yellow        	Radioactive
------------------------------------------------------------------------
Anestassia	10	F	dirty yellow        	Radioactive
Creighton 	10	M	olive yellow        	Radioactive
Nolie     	10	F	dirty yellow        	Radioactive
Quintilla 	10	F	light green         	Radioactive
Warren    	10	M	dirty yellow        	Radioactive
Katlin    	10	F	dirty yellow        	Radioactive
Peirce    	10	M	olive yellow        	Radioactive
Tobie     	10	M	dirty yellow        	Radioactive
Colline   	10	F	dirty yellow        	Radioactive
Ethelin   	10	F	olive yellow        	Radioactive
Audy      	10	F	dirty yellow        	Radioactive
Quintana  	10	F	olive yellow        	Radioactive
Brien     	10	M	dirty yellow        	Radioactive
Mahmud    	10	M	olive yellow        	Radioactive
Lutero    	10	M	dirty yellow        	Radioactive
Isabella  	9	F	light green         	Radioactive
Valentin  	9	M	olive yellow        	Radioactive
Caye      	9	F	dirty yellow        	Radioactive
Barty     	9	M	dirty yellow        	Radioactive
Vinita    	9	F	olive yellow        	Radioactive
Sergei    	9	M	dirty yellow        	Radioactive
Graig     	9	M	dirty yellow        	Radioactive
Geneva    	9	F	dirty yellow        	Radioactive
Gerrie    	9	F	dirty yellow        	Radioactive
Letty     	9	F	light green         	Radioactive
Deane     	9	M	olive yellow        	Radioactive
Selig     	9	M	dirty yellow        	Radioactive
Jeni      	8	F	dirty yellow        	Radioactive
Yvonne    	8	F	olive yellow        	Radioactive
Karin     	8	F	dirty yellow        	Radioactive
Rowen     	8	M	olive yellow        	Radioactive
Natal     	8	M	dirty yellow        	Radioactive
Ewart     	8	M	dirty yellow        	Radioactive
Adara     	8	F	light green         	Radioactive
Ruby      	8	F	dirty yellow        	Radioactive
Silvester 	8	M	dirty yellow        	Radioactive
Bekki     	7	F	dirty yellow        	Radioactive
Abagael   	7	F	dirty yellow        	Radioactive
Dalli     	7	M	dirty yellow        	Radioactive
Janine    	7	F	light green         	Radioactive
Cissy     	7	F	dirty yellow        	Radioactive
Trix      	7	F	dirty yellow        	Radioactive
Lorin     	7	M	dirty yellow        	Radioactive
Jessamyn  	7	F	light green         	Radioactive
Kati      	6	F	dirty yellow        	Radioactive
Genovera  	6	F	dirty yellow        	Radioactive
Hussein   	6	M	light green         	Radioactive
Jasmin    	6	F	dirty yellow        	Radioactive
Salvidor  	5	M	dirty yellow        	Radioactive
Parker    	5	M	dirty yellow        	Radioactive
Collete   	5	F	dirty yellow        	Radioactive
------------------------------------------------------------------------
Isabella  	10	F	light green         	Radioactive
Valentin  	10	M	olive yellow        	Radioactive
Caye      	10	F	dirty yellow        	Radioactive
Barty     	10	M	dirty yellow        	Radioactive
Vinita    	10	F	olive yellow        	Radioactive
Sergei    	10	M	dirty yellow        	Radioactive
Graig     	10	M	dirty yellow        	Radioactive
Geneva    	10	F	dirty yellow        	Radioactive
Gerrie    	10	F	dirty yellow        	Radioactive
Letty     	10	F	light green         	Radioactive
Deane     	10	M	olive yellow        	Radioactive
Selig     	10	M	dirty yellow        	Radioactive
Jeni      	9	F	dirty yellow        	Radioactive
Yvonne    	9	F	olive yellow        	Radioactive
Karin     	9	F	dirty yellow        	Radioactive
Rowen     	9	M	olive yellow        	Radioactive
Natal     	9	M	dirty yellow        	Radioactive
Ewart     	9	M	dirty yellow        	Radioactive
Adara     	9	F	light green         	Radioactive
Ruby      	9	F	dirty yellow        	Radioactive
Silvester 	9	M	dirty yellow        	Radioactive
Bekki     	8	F	dirty yellow        	Radioactive
Abagael   	8	F	dirty yellow        	Radioactive
Dalli     	8	M	dirty yellow        	Radioactive
Janine    	8	F	light green         	Radioactive
Cissy     	8	F	dirty yellow        	Radioactive
Trix      	8	F	dirty yellow        	Radioactive
Lorin     	8	M	dirty yellow        	Radioactive
Jessamyn  	8	F	light green         	Radioactive
Kati      	7	F	dirty yellow        	Radioactive
Genovera  	7	F	dirty yellow        	Radioactive
Hussein   	7	M	light green         	Radioactive
Jasmin    	7	F	dirty yellow        	Radioactive
Salvidor  	6	M	dirty yellow        	Radioactive
Parker    	6	M	dirty yellow        	Radioactive
Collete   	6	F	dirty yellow        	Radioactive
------------------------------------------------------------------------
Jeni      	10	F	dirty yellow        	Radioactive
Yvonne    	10	F	olive yellow        	Radioactive
Karin     	10	F	dirty yellow        	Radioactive
Rowen     	10	M	olive yellow        	Radioactive
Natal     	10	M	dirty yellow        	Radioactive
Ewart     	10	M	dirty yellow        	Radioactive
Adara     	10	F	light green         	Radioactive
Ruby      	10	F	dirty yellow        	Radioactive
Silvester 	10	M	dirty yellow        	Radioactive
Bekki     	9	F	dirty yellow        	Radioactive
Abagael   	9	F	dirty yellow        	Radioactive
Dalli     	9	M	dirty yellow        	Radioactive
Janine    	9	F	light green         	Radioactive
Cissy     	9	F	dirty yellow        	Radioactive
Trix      	9	F	dirty yellow        	Radioactive
Lorin     	9	M	dirty yellow        	Radioactive
Jessamyn  	9	F	light green         	Radioactive
Kati      	8	F	dirty yellow        	Radioactive
Genovera  	8	F	dirty yellow        	Radioactive
Hussein   	8	M	light green         	Radioactive
Jasmin    	8	F	dirty yellow        	Radioactive
Salvidor  	7	M	dirty yellow        	Radioactive
Parker    	7	M	dirty yellow        	Radioactive
Collete   	7	F	dirty yellow        	Radioactive
------------------------------------------------------------------------
Bekki     	10	F	dirty yellow        	Radioactive
Abagael   	10	F	dirty yellow        	Radioactive
Dalli     	10	M	dirty yellow        	Radioactive
Janine    	10	F	light green         	Radioactive
Cissy     	10	F	dirty yellow        	Radioactive
Trix      	10	F	dirty yellow        	Radioactive
Lorin     	10	M	dirty yellow        	Radioactive
Jessamyn  	10	F	light green         	Radioactive
Kati      	9	F	dirty yellow        	Radioactive
Genovera  	9	F	dirty yellow        	Radioactive
Hussein   	9	M	light green         	Radioactive
Jasmin    	9	F	dirty yellow        	Radioactive
Salvidor  	8	M	dirty yellow        	Radioactive
Parker    	8	M	dirty yellow        	Radioactive
Collete   	8	F	dirty yellow        	Radioactive
------------------------------------------------------------------------
Kati      	10	F	dirty yellow        	Radioactive
Genovera  	10	F	dirty yellow        	Radioactive
Hussein   	10	M	light green         	Radioactive
Jasmin    	10	F	dirty yellow        	Radioactive
Salvidor  	9	M	dirty yellow        	Radioactive
Parker    	9	M	dirty yellow        	Radioactive
Collete   	9	F	dirty yellow        	Radioactive
------------------------------------------------------------------------
Salvidor  	10	M	dirty yellow        	Radioactive
Parker    	10	M	dirty yellow        	Radioactive
Collete   	10	F	dirty yellow        	Radioactive
------------------------------------------------------------------------
------------------------------------------------------------------------
